"","Entry","From","Reviewed","Protein names","Gene Names","Annotation","Keywords","PubMed ID","Gene Names (ORF)","KEGG","eggNOG","RefSeq","CAZy","BRENDA","OrthoDB","Pfam","InterPro","BioCyc","UniPathway","gene_locus","gene_name","SubtiCats","subti_func","UniKey"
"385","O32230","O32230","reviewed","SsrA-binding protein (Small protein B)","smpB yvaI BSU33600",3,"Cytoplasm;Reference proteome;RNA-binding;Sporulation","9384377; 11395451; 17369301; 18673456","","bsu:BSU33600;","COG0691;","NP_391240.1;WP_003220025.1;","","","9805462at2;","PF01668;","IPR023620;IPR000037;IPR020081;","BSUB:BSU33600-MONOMER;","",NA,NA,NA,NA,"sporulation"
"386","O32234","O32234","reviewed","AB hydrolase superfamily protein YvaM (EC 3.-.-.-)","yvaM BSU33640",2,"Hydrolase;Reference proteome","9384377; 16553878","","bsu:BSU33640;","COG0596;","NP_391244.1;WP_003228381.1;","","","9805423at2;","PF00561;","IPR000073;IPR029058;IPR050266;","BSUB:BSU33640-MONOMER;","","BSU_33640","yvaM","400, 449","sporulation","NA"
"387","O32236","O32236","reviewed","HTH-type transcriptional repressor RghR (RapGH repressor)","rghR rghRA yvaN BSU33660",3,"DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation","9384377; 16553878","","bsu:BSU33660;","COG1396;","NP_391246.1;WP_003220034.1;","","","9812960at2;","PF13560;","IPR050807;IPR001387;IPR010982;IPR016759;","BSUB:BSU33660-MONOMER;","","BSU_33660","rghR","120, 134, 372","sporulation","NA"
"388","O32267","O32267","reviewed","Putative teichuronic acid biosynthesis glycosyltransferase TuaH (EC 2.4.-.-)","tuaH yvhH BSU35540",2,"Cell wall biogenesis/degradation;Glycosyltransferase;Reference proteome;Stress response;Transferase","10048024; 9384377","","bsu:BSU35540;","COG0438;","NP_391434.1;WP_003243252.1;","GT4;","","9816564at2;","PF13692;","","BSUB:BSU35540-MONOMER;MetaCyc:BSU35540-MONOMER;","UPA00844;","BSU_35540","tuaH","14, 292, 399","sporulation","NA"
"389","O32268","O32268","reviewed","Putative teichuronic acid biosynthesis glycosyltransferase TuaG (EC 2.4.-.-)","tuaG yvhG BSU35550",2,"Cell wall biogenesis/degradation;Glycosyltransferase;Reference proteome;Stress response;Transferase","10048024; 9384377","","bsu:BSU35550;","COG1215;","NP_391435.1;WP_003242619.1;","GT2;","","9785185at2;","PF00535;","IPR001173;IPR029044;","BSUB:BSU35550-MONOMER;MetaCyc:BSU35550-MONOMER;","UPA00844;","BSU_35550","tuaG","14, 292, 399","sporulation","NA"
"390","O32269","O32269","reviewed","Teichuronic acid biosynthesis protein TuaF","tuaF yvhF BSU35560",2,"Cell membrane;Cell wall biogenesis/degradation;Membrane;Reference proteome;Stress response;Transmembrane;Transmembrane helix","10048024; 9384377","","bsu:BSU35560;","COG3206;","NP_391436.1;WP_003243110.1;","","","2939314at2;","PF02706;","IPR003856;","BSUB:BSU35560-MONOMER;","UPA00844;","BSU_35560","tuaF","14, 55, 292, 399","sporulation","NA"
"391","O32276","O32276","reviewed","Protein usd","usd BSU36430",1,"Reference proteome","9384377","","bsu:BSU36430;","","NP_391524.1;WP_010886628.1;","","","2891518at2;","","","BSUB:BSU36430-MONOMER;","","BSU_36430","usd","399","sporulation","NA"
"392","O32277","O32277","reviewed","Uncharacterized protein YwmB","ywmB BSU36770",1,"3D-structure;Reference proteome;Signal","9384377","","bsu:BSU36770;","ENOG5033GA6;","NP_391558.1;WP_003244344.1;","","","2374820at2;","PF08680;","IPR014794;IPR036209;","BSUB:BSU36770-MONOMER;","","BSU_36770","spoIIT","135","sporulation","NA"
"393","O32293","O32293","reviewed","Uncharacterized N-acetyltransferase YycN (EC 2.3.1.-)","yycN BSU40290",2,"3D-structure;Acyltransferase;Reference proteome;Transferase","9205843; 9384377; 14635137","","bsu:BSU40290;","COG0456;","NP_391909.1;WP_003243975.1;","","","65897at2;","PF00583;","IPR016181;IPR000182;IPR052829;","BSUB:BSU40290-MONOMER;","","BSU_40290","yycN","400, 449","sporulation","NA"
"394","O32296","O32296","reviewed","Uncharacterized protein YyzB","yyzB BSU40460",1,"Reference proteome","9384377","","bsu:BSU40460;","","NP_391926.1;WP_003244312.1;","","","2920248at2;","","","BSUB:BSU40460-MONOMER;","","BSU_40460","yyzB","400","sporulation","NA"
"395","O32307","O32307","reviewed","Pesticidal crystal protein Cry19Aa (75 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIXA(a))","cry19Aa cryXIXA(a)",3,"Sporulation;Toxin;Virulence","9361431","","","","","","","","PF03944;PF00555;PF03945;","IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","",NA,NA,NA,NA,"sporulation"
"396","O32321","O32321","reviewed","Pesticidal crystal protein Cry20Aa (86 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXA(a))","cry20Aa cryXXA(a)",3,"Sporulation;Toxin;Virulence","9406385","","","","","","","","PF03944;PF00555;PF03945;","IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","",NA,NA,NA,NA,"sporulation"
"397","O32322","O32322","reviewed","Type-2Bb cytolytic delta-endotoxin (30 kDa cytolytic toxin)","cyt2Bb1",2,"Direct protein sequencing;Sporulation;Toxin;Virulence","9251213","","","","WP_086404868.1;","","","","PF01338;","IPR035918;IPR001615;","","",NA,NA,NA,NA,"sporulation"
"398","O32720","O32720","reviewed","Anti-sigma F factor antagonist (Stage II sporulation protein AA)","spoIIAA",2,"Phosphoprotein;Sporulation","9266669","","","COG1366;","","","","","PF01740;","IPR003658;IPR014237;IPR002645;IPR036513;","","",NA,NA,NA,NA,"sporulation"
"399","O32721","O32721","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","9266669","","","COG2172;","WP_013310781.1;","","","9768808at2;","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"400","O32723","O32723","reviewed","Anti-sigma F factor antagonist (Stage II sporulation protein AA)","spoIIAA",2,"3D-structure;Phosphoprotein;Sporulation","9266669; 11470435","","","","WP_025114066.1;","","","","PF01740;","IPR003658;IPR014237;IPR002645;IPR036513;","","",NA,NA,NA,NA,"sporulation"
"401","O32724","O32724","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB",3,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","9266669","","","","","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"402","O32726","O32726","reviewed","Anti-sigma F factor antagonist (Stage II sporulation protein AA)","spoIIAA",2,"3D-structure;Phosphoprotein;Sporulation","9266669","","","","","","","","PF01740;","IPR003658;IPR014237;IPR002645;IPR036513;","","",NA,NA,NA,NA,"sporulation"
"403","O32727","O32727","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB",3,"3D-structure;ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","9266669","","","","","","","","PF13581;","IPR050267;IPR010194;IPR036890;","","",NA,NA,NA,NA,"sporulation"
"404","O34314","O34314","reviewed","Uncharacterized ABC transporter ATP-binding protein YtlC (EC 7.-.-.-)","ytlC BSU30610",2,"ATP-binding;Nucleotide-binding;Reference proteome;Translocase;Transport","9387221; 9384377","","bsu:BSU30610;","COG1116;","NP_390939.1;WP_003229092.1;","","","9802264at2;","PF00005;","IPR003593;IPR003439;IPR017871;IPR050166;IPR027417;","BSUB:BSU30610-MONOMER;","","BSU_30610","ytlC","55, 174, 399","sporulation","NA"
"405","O34317","O34317","reviewed","Probable coenzyme A transferase subunit alpha (EC 2.8.3.-) (Probable CoA-transferase subunit alpha)","yodS yokN BSU19730",2,"Reference proteome;Transferase","9734814; 9384377","","bsu:BSU19730;","COG1788;","NP_389854.1;WP_003230839.1;","","","9777193at2;","PF01144;","IPR012792;IPR004165;IPR004163;IPR037171;","BSUB:BSU19730-MONOMER;","","BSU_19730","yodS","399, 449","sporulation","NA"
"406","O34327","O34327","reviewed","Response regulator aspartate phosphatase J (EC 3.1.3.-)","rapJ ycdE BSU02820",5,"3D-structure;Allosteric enzyme;Cytoplasm;Hydrolase;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat","9274031; 9384377; 21346797; 23526881","","bsu:BSU02820;","COG0457;","NP_388164.1;WP_003246478.1;","","","2957368at2;","PF18801;","IPR051476;IPR011990;IPR019734;","BSUB:BSU02820-MONOMER;","",NA,NA,NA,NA,"sporulation"
"407","O34345","O34345","reviewed","Uncharacterized protein YflJ","yflJ BSU07660",1,"Reference proteome","9272861; 9384377","","bsu:BSU07660;","ENOG50339Y6;","NP_388647.1;WP_003233704.1;","","","2738543at2;","PF11121;","IPR022580;","BSUB:BSU07660-MONOMER;","","BSU_07660","yflJ","400","sporulation","NA"
"408","O34346","O34346","reviewed","Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)","uxuA yjmE BSU12340",3,"Iron;Lyase;Manganese;Reference proteome","9579062; 9384377; 9882655","","bsu:BSU12340;","COG1312;","NP_389116.1;WP_003244855.1;","","","9780250at2;","PF03786;","IPR004628;IPR036237;","BSUB:BSU12340-MONOMER;","UPA00246;","BSU_12340","uxuA","224, 399","sporulation","NA"
"409","O34354","O34354","reviewed","Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)","uxaB yjmI BSU12380",3,"NAD;Oxidoreductase;Reference proteome","9579062; 9384377; 9882655","","bsu:BSU12380;","COG0246;","NP_389120.1;WP_003245710.1;","","","9768714at2;","PF01232;PF08125;","IPR008927;IPR013328;IPR023668;IPR000669;IPR013118;IPR013131;IPR036291;","BSUB:BSU12380-MONOMER;","UPA00246;","BSU_12380","uxaB","224, 399","sporulation","NA"
"410","O34356","O34356","reviewed","Uncharacterized protein YnzE","ynzE BSU18270",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9387222; 9384377","","bsu:BSU18270;","","NP_389709.1;WP_003245257.1;","","","2679428at2;","PF17329;","IPR020509;","BSUB:BSU18270-MONOMER;","","BSU_18270","ynzE","400","sporulation","NA"
"411","O34363","O34363","reviewed","Putative L-amino-acid oxidase YobN (EC 1.4.3.2)","yobN BSU19020",2,"FAD;Flavoprotein;Oxidoreductase;Reference proteome","9384377","","bsu:BSU19020;","COG1231;","NP_389783.2;","","","25353at2;","PF01593;","IPR002937;IPR036188;IPR001613;IPR050281;","BSUB:BSU19020-MONOMER;","","BSU_19020","yobN","446, 449","sporulation","NA"
"412","O34371","O34371","reviewed","Putative oxidoreductase YteT (EC 1.-.-.-)","yteT BSU30100",2,"Oxidoreductase;Reference proteome;Signal","9387221; 9384377; 17449691","","bsu:BSU30100;","COG0673;","WP_009968003.1;","","","9781031at2;","PF01408;PF02894;","IPR004104;IPR000683;IPR051450;IPR036291;","BSUB:BSU30100-MONOMER;","","BSU_30100","yteT","400","sporulation","NA"
"413","O34391","O34391","reviewed","N-acetylmuramoyl-L-alanine amidase XlyB (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)","xlyB yjpB BSU12460",3,"Cell wall biogenesis/degradation;Competence;Hydrolase;Reference proteome;Secreted;Signal;Sporulation","9384377","","bsu:BSU12460;","COG1388;COG3409;COG5632;","NP_389128.1;WP_003244876.1;","","","9794294at2;","PF01510;PF01476;PF01471;","IPR036505;IPR002502;IPR018392;IPR036779;IPR051206;IPR002477;IPR036365;IPR036366;","BSUB:BSU12460-MONOMER;","",NA,NA,NA,NA,"sporulation"
"414","O34398","O34398","reviewed","Bifunctional non-homologous end joining protein LigD (NHEJ DNA polymerase) [Includes: DNA ligase (Lig) (EC 6.5.1.1) (Polydeoxyribonucleotide synthase [ATP]); DNA repair polymerase (Pol) (Polymerase/primase)]","ligd ykoU BSU13400",5,"ATP-binding;DNA damage;DNA recombination;DNA repair;DNA-binding;DNA-directed DNA polymerase;Exonuclease;Hydrolase;Ligase;Manganese;Metal-binding;Multifunctional enzyme;Nuclease;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Sporulation;Transferase","9384377; 12215643; 16497325; 17293412","","bsu:BSU13400;","COG1793;COG3285;","NP_389223.1;WP_010886495.1;","","","9802472at2;","PF01068;PF21686;","IPR012310;IPR014146;IPR033652;IPR014145;IPR014143;IPR052171;","BSUB:BSU13400-MONOMER;","","BSU_13400","ligD","97, 326, 399","sporulation","sporulation"
"415","O34402","O34402","reviewed","Uncharacterized protein YrrD","yrrD BSU27470",1,"Reference proteome","9384377","","bsu:BSU27470;","COG3881;","NP_390624.1;WP_010886583.1;","","","1707618at2;","PF05239;","IPR027275;IPR011033;","BSUB:BSU27470-MONOMER;","","BSU_27470","yrrD","399","sporulation","NA"
"416","O34405","O34405","reviewed","Uncharacterized protein YkzD","ykzD BSU13290",1,"Reference proteome","9384377","","bsu:BSU13290;","","NP_389212.1;WP_003218541.1;","","","2937051at2;","PF11132;","IPR022608;","BSUB:BSU13290-MONOMER;","","BSU_13290","ykzD","400","sporulation","NA"
"417","O34409","O34409","reviewed","Probable metallo-hydrolase YflN (EC 3.-.-.-)","yflN BSU07620",2,"Hydrolase;Metal-binding;Reference proteome;Zinc","9272861; 9384377; 10972810; 11029430","","bsu:BSU07620;","COG0491;","NP_388643.1;WP_009966790.1;","","","9802248at2;","PF00753;","IPR001279;IPR050855;IPR036866;","BSUB:BSU07620-MONOMER;","","BSU_07620","yflN","400","sporulation","NA"
"418","O34412","O34412","reviewed","Regulatory protein YlbF","ylbF BSU14990",2,"3D-structure;Competence;Cytoplasm;Reference proteome;Sporulation","9384377; 10712692; 15175311","","bsu:BSU14990;","COG3679;","","","","2157513at2;","PF06133;","IPR052767;IPR010368;IPR023378;","BSUB:BSU14990-MONOMER;","","BSU_14990","ricF","129, 131, 339, 374, 385, 394, 406","sporulation","sporulation"
"419","O34413","O34413","reviewed","Putative glycosyltransferase YtcC (EC 2.4.-.-)","ytcC BSU30880",2,"Glycosyltransferase;Reference proteome;Transferase","9387221; 9384377","","bsu:BSU30880;","COG0438;","NP_390966.1;WP_003229035.1;","GT4;","","139410at2;","PF13439;PF00534;","IPR001296;IPR028098;","BSUB:BSU30880-MONOMER;","","BSU_30880","ytcC","51, 399","sporulation","NA"
"420","O34414","O34414","reviewed","Uncharacterized protein YodN","yodN yokV BSU19670",1,"Reference proteome","9734814; 9384377","","bsu:BSU19670;","ENOG5033JW0;","NP_389848.1;WP_003231162.1;","","","2629010at2;","","","BSUB:BSU19670-MONOMER;","","BSU_19670","yodN","408","germination","NA"
"421","O34421","O34421","reviewed","Probable acyl-CoA dehydrogenase YngJ (EC 1.3.99.-)","yngJ BSU18260",2,"FAD;Flavoprotein;Oxidoreductase;Reference proteome","9387222; 9384377","","bsu:BSU18260;","COG1960;","WP_003245114.1;","","","9802447at2;","PF00441;PF02770;PF02771;","IPR006089;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;","BSUB:BSU18260-MONOMER;","","BSU_18260","yngJ","270, 399","sporulation","NA"
"422","O34423","O34423","reviewed","Uncharacterized protein YjqC","yjqC BSU12490",1,"Reference proteome","9384377; 19383706","","bsu:BSU12490;","COG3546;","WP_003245071.1;","","","9800585at2;","PF05067;","IPR012347;IPR009078;IPR007760;IPR027407;IPR039377;","BSUB:BSU12490-MONOMER;","","BSU_12490","yjqC","155, 156, 444","sporulation","NA"
"423","O34431","O34431","reviewed","Calcium-transporting ATPase (EC 7.2.2.10) (Calcium pump)","yloB BSU15650",5,"ATP-binding;Calcium;Calcium transport;Cell membrane;Ion transport;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","9534248; 9384377; 12161109","","bsu:BSU15650;","COG0474;","WP_003232087.1;","","","9813266at2;","PF13246;PF00689;PF00690;PF00122;","IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR050510;IPR036412;IPR023214;IPR005782;IPR001757;IPR044492;","BSUB:BSU15650-MONOMER;","","BSU_15650","yloB","55, 129, 199, 399","sporulation","NA"
"424","O34456","O34456","reviewed","Hexuronate transporter (Aldohexuronate transport system)","exuT yjmG BSU12360",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","9579062; 9384377; 9882655","","bsu:BSU12360;","COG2271;","NP_389118.1;WP_003245531.1;","","","6360at2;","PF07690;","IPR011701;IPR020846;IPR050382;IPR036259;IPR000849;","BSUB:BSU12360-MONOMER;","","BSU_12360","exuT","55, 189, 224, 399","sporulation","NA"
"425","O34460","O34460","reviewed","Sporulation membrane protein YtrI","ytrI BSU29240",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9387221; 9384377; 12662922; 15547282","","bsu:BSU29240;","ENOG5031KY3;","NP_390802.3;WP_003229408.1;","","","2691164at2;","","IPR048198;","BSUB:BSU29240-MONOMER;","","BSU_29240","ytrI","55, 399","sporulation","NA"
"426","O34466","O34466","reviewed","Probable coenzyme A transferase subunit beta (EC 2.8.3.-) (Probable CoA-transferase subunit beta)","yodR yokO BSU19720",2,"Reference proteome;Transferase","9734814; 9384377","","bsu:BSU19720;","COG2057;","NP_389853.1;WP_004399417.1;","","","9778604at2;","PF01144;","IPR012791;IPR004165;IPR037171;","BSUB:BSU19720-MONOMER;","","BSU_19720","yodR","399, 449","sporulation","NA"
"427","O34472","O34472","reviewed","Putative transport protein YrrI","yrrI BSU27420",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","9384377","","bsu:BSU27420;","COG0628;","NP_390619.1;WP_009967889.1;","","","9793390at2;","PF01594;","IPR002549;","BSUB:BSU27420-MONOMER;","","BSU_27420","yrrI","55, 400","sporulation","NA"
"428","O34486","O34486","reviewed","Uncharacterized membrane protein YfkQ","yfkQ BSU07790",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9272861; 9384377","","bsu:BSU07790;","COG0697;","NP_388660.1;WP_003233683.1;","","","9772630at2;","PF03323;","IPR004995;IPR050768;","BSUB:BSU07790-MONOMER;","","BSU_07790","yfkQ","55, 137","germination","NA"
"429","O34495","O34495","reviewed","Uncharacterized protein YkoP","ykoP BSU13360",1,"Reference proteome","9384377; 19383706","","bsu:BSU13360;","COG0726;","NP_389219.2;WP_003245777.1;","","","1951946at2;","PF22790;","IPR054467;","BSUB:BSU13360-MONOMER;","","BSU_13360","ykoP","400","sporulation","NA"
"430","O34505","O34505","reviewed","Putative cytochrome bd menaquinol oxidase subunit II","ythB BSU30720",2,"Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","9387221; 9384377; 11073895","","bsu:BSU30720;","COG1294;","NP_390950.1;WP_003229071.1;","","","2416742at2;","PF02322;","IPR003317;","BSUB:BSU30720-MONOMER;","","BSU_30720","ythB","55, 207, 400","sporulation","sporulation"
"431","O34506","O34506","reviewed","UPF0713 protein YngL","yngL BSU18290",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9387222; 10557314; 9384377","","bsu:BSU18290;","ENOG5032RXN;","NP_389711.1;WP_003231518.1;","","","4722315at2;","PF07098;","IPR010773;","BSUB:BSU18290-MONOMER;","","BSU_18290","yngL","55, 400","sporulation","NA"
"432","O34507","O34507","reviewed","Serine/threonine-protein kinase PrkC (Ser/Thr-protein kinase PrkC) (EC 2.7.11.1)","prkC yloP BSU15770",5,"ATP-binding;Germination;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Serine/threonine-protein kinase;Signal-anchor;Transferase;Transmembrane;Transmembrane helix","9384377; 12399479; 12406230; 12842463; 17218307; 18984160; 19246764; 20563625","","bsu:BSU15770;","COG0515;COG2815;","NP_389459.1;WP_003232062.1;","","","9788659at2;","PF03793;PF00069;PF21160;","IPR011009;IPR005543;IPR000719;IPR017441;IPR008271;","BSUB:BSU15770-MONOMER;","","BSU_15770","prkC","55, 356, 408, 458","germination","germination"
"433","O34541","O34541","reviewed","Uncharacterized protein YoaW","yoaW BSU18780",1,"Reference proteome;Signal","9384377","","bsu:BSU18780;","ENOG5030BTX;","NP_389759.1;WP_004399438.1;","","","2893156at2;","","","BSUB:BSU18780-MONOMER;","","BSU_18780","yoaW","52, 399","sporulation","NA"
